Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.6759107037258648,-0.8444216123977393,-0.8246081119517614,-0.7195648727806372,-0.46711080671387617,-0.2050339567892313,-0.6783938134224071,-0.8021407108509014,1.3163257312566283,0.607447958373885,0.7470428912239467,0.39378224804554673,0.8460480969384455,0.7097167138716075,0.36033029938864614,0.45935890606460106,DERMASON
-0.35854410843781903,-0.32758918015650457,-0.14182412622744603,-0.5770867348078115,0.66449405961985,0.7513583481151631,-0.3641274553934279,-0.3444936651377229,-0.9683922416351175,0.8072561267668512,-0.10595985888202247,-0.721171219835171,0.6045505714848235,-0.43761507129394167,-0.737785301495361,0.41875068540150323,SIRA
0.5956651037672125,0.7643705553640894,0.8746599577775312,0.6057979527581449,0.5622601036797649,0.6869758711612272,0.6087181890571844,0.7880421454100963,-0.10447461027057674,-1.3721765633288452,-0.33587164257828633,-0.6709318255472815,-0.8554290514787883,-0.9610646143456149,-0.6903594090802062,-1.0131604893004493,CALI
-0.25627095390996035,-0.35740742128764036,-0.4091094700448909,0.02866184963733715,-0.7419244896862552,-0.5545006698056041,-0.2642066979855782,-0.2079788854625221,0.6677240303355513,1.0409584429182501,1.1787677449053873,0.7254872887201538,-0.2674868521893076,0.41853845858793537,0.7054595267317871,0.8606737563650712,SEKER
-0.541315693974631,-0.626051093806228,-0.7430632904806701,-0.37427557713943704,-0.8132243355951154,-0.65661449218281,-0.5396168446189472,-0.6010790766119088,-0.5706641865022923,-0.2188836939394717,0.41464153127351316,0.7828411097298204,0.3022518090091605,0.8178924295274215,0.7659916444140906,-0.10645097844545165,DERMASON
-0.010114509129834736,0.021793401170839364,0.08004871657385983,0.08541984746573293,0.013882669320895017,0.27673176021661394,-0.019345572725309814,0.10316364425940541,0.5208126329408956,0.9745074590013778,0.38671561869103926,-0.1185304681193492,-0.32404069497327254,-0.3480592731076069,-0.15610553810357417,0.3524223043203363,SIRA
0.6226113241218578,1.0240142525873552,0.8331566685996964,0.6730861937698478,0.4091563951564742,0.5841348874526552,0.6336062623907521,0.8163659208030387,-0.5270954357384338,-1.1857987228471774,-1.6362095387307318,-0.48946611393936124,-0.9549226924121947,-0.8860827862703766,-0.5174409429509577,0.5914849077003188,BARBUNYA
-0.6037138860584942,-0.7403815253140352,-0.7274592273895869,-0.6146642814554399,-0.43447555368532836,-0.16762479575089495,-0.6045670117707476,-0.6928865694000523,-0.5842343234697911,0.24868362357902063,0.6977724156736232,0.36888031294153323,0.6544056075196939,0.5807090227977246,0.33476170187167287,0.8525763805990549,DERMASON
0.3069118561032282,0.7644357725763744,1.0752055034721082,-0.16584010443327943,2.1660156323287847,1.420560581432036,0.32694366297108624,0.4739283104268935,-0.8274038369186808,-2.1708717980095567,-2.056789027133632,-1.9169277081438074,0.07054632764156457,-1.3946885177254797,-1.8093436600015704,-2.5331385570893605,HOROZ
0.26176332780699785,0.6070806144497314,0.26041377649196873,0.5445417405975017,-0.29581415004471934,-0.017056613477136478,0.2651421888116888,0.4229150512033001,0.8096191379427758,-0.5216812555628954,-1.467280717583957,0.19804338818798464,-0.8220347910693913,-0.34198150580185654,0.16063576058487541,0.2015978770950477,BARBUNYA
1.2737776263536233,1.6007021105892472,1.0453458826331017,1.772381036075846,-0.5276078316445451,-0.2765170525489897,1.2896063002973317,1.4584113002283465,0.8462162060256229,-1.3816358370789483,-1.3780403501102112,0.46206104359030764,-1.8070655877277797,-0.6732521246633905,0.430681422320286,0.4543264187055019,BARBUNYA
0.570351987676485,0.9189306901070909,0.4773599146296752,1.0028463655170816,-0.5014481537772487,-0.24525887406069005,0.5810163900708313,0.7612897796496767,-0.6246583662109767,-1.1704657779147174,-1.364926320914136,0.41979244668901844,-1.2357878115336156,-0.39111735532108904,0.3870876996403947,0.030935912616449047,BARBUNYA
-0.47204485478011327,-0.5514099943461136,-0.5391185930386463,-0.4273653537621634,-0.3520849641597511,-0.07658194968561183,-0.4725898799615194,-0.5017772142586167,-0.7981443333500161,0.1198263383405391,0.5569333732565668,0.2522562959696981,0.3800705181175461,0.3198850136430156,0.21564952130336806,-0.027383175949231026,DERMASON
-0.29563557127148143,-0.44805468799140175,-0.7420685490846011,0.40187422465726236,-1.70110990690059,-2.6042255301001043,-0.3013880726831019,-0.2599731124772993,0.5054731669581357,0.7739498440146575,1.5771969378013118,2.0569386071198714,-0.6940328330225313,1.532798000442315,2.175859685928608,0.986227025077917,SEKER
-0.45044024628869933,-0.596465771290396,-0.7904713952362041,-0.012501452375310433,-1.3479575906440868,-1.6343848703932116,-0.45296079385994387,-0.4713370746029381,0.8463956977476113,0.41862130548118537,1.216812858839193,1.4990252692545896,-0.1997862871997177,1.2787429057665456,1.5431448355955866,0.1897663348292528,SEKER
-0.3855243517979627,-0.4130609952282243,-0.3445955397286153,-0.4167390598041712,0.0011068199958488758,0.26563447978130134,-0.3899199405439623,-0.3813054180630686,1.5903677311898765,0.6549085060721644,0.313829260058528,-0.10906816983249791,0.35669264403179574,-0.02638276012765679,-0.14674986571303353,0.23582985674651694,SIRA
-0.5853414630894178,-0.7717510044230912,-0.9865221454350428,-0.18403689659552636,-1.4977816974670997,-2.0021609211549114,-0.5885890696710009,-0.6656121577112052,0.801007591983219,0.6540230360877963,1.238017754211364,1.7399058867781458,0.00633648038504055,1.7252204940946654,1.8133876395085606,0.8787587516404741,SEKER
0.7024292950208454,0.9516743890464382,1.1140200566448868,0.5794351860223461,0.9635033086154212,0.9223058923147991,0.7189224437912861,0.8993541531943443,-0.5977546473700214,-1.6240165078211901,-0.8120692725730407,-1.021549563609231,-0.8198437060099036,-1.1583526495959768,-1.0172961882998917,-1.4513819697083656,CALI
0.7323014938483436,0.8797118536623121,0.9604726585720569,0.8032634682370474,0.4271603529749558,0.5966510351999125,0.7341299610099129,0.9300724006085727,0.9971408011472966,-0.3993449872112061,-0.23022041654916198,-0.5568040022394731,-1.0355992915476446,-0.961066922774424,-0.5819023559636869,-1.2534275358009572,CALI
-0.038829925770391197,-0.07278553175924243,-0.3887479534234912,0.6302908224501437,-1.3782923933804558,-1.7045703656775582,-0.04359720811360453,0.0680166746615257,0.16301946871911038,0.46069493239079207,0.87001726438216,1.5672880675444167,-0.922283582438181,0.8135677074737119,1.61927589206043,0.9628384561307373,SEKER
-0.7267410739403096,-0.9710827553997059,-1.2833550752087182,-0.22220978730457003,-1.9912289519080795,-3.7916773093375427,-0.7281699600895424,-0.8811723257117918,0.47954676389420914,0.45449986357709454,1.3156087506985734,2.5377006588947317,0.058258146925648145,2.8583464547480157,2.7402615992999686,0.8860934774979404,SEKER
0.38080982404551333,0.7019902918135436,1.0399881899236523,-0.012408632931916987,1.8111959834485802,1.2984264338887268,0.37695428677595366,0.5562626232952714,0.4959995819752877,0.1760869097828131,-1.2670769887481028,-1.6418742205662726,-0.1706357075797373,-1.3083666885774694,-1.5725868954684643,-0.980072139240495,HOROZ
-0.29430867405704814,-0.24534561709288877,-0.35310136904206313,-0.1501803962681612,-0.4082710826433785,-0.13814996325899784,-0.28999918313611267,-0.2582095295147154,0.47803841032215943,-0.6385611968406738,-0.12091202595012221,0.3316635693566365,-0.03139160517108962,0.18009620573367446,0.2966374177162081,0.5764712820848746,SIRA
0.9090510074119584,1.0848432781599804,1.0983536554944267,0.9867217741122665,0.39244533869330384,0.5724125144231557,0.894344839548882,1.108240259162061,1.146294487254015,0.8832697523809672,-0.4486431108485633,-0.4980397009118594,-1.2160924865392158,-0.998182903606811,-0.5256676454961114,-0.27236379596176513,CALI
-0.12160789814772992,0.13835053464094643,0.6404205475440816,-0.749506154760479,2.6065770678461533,1.550911806046124,-0.12797548096321001,-0.03493277549552444,1.6025003558676023,0.713458221367541,-1.332438600123566,-2.1211025018749887,0.9030621496939707,-1.306652331975596,-1.9813317550835843,0.3357576963549517,HOROZ
-0.4049174649319878,-0.4990638647428375,-0.5401343455752283,-0.2347065148824233,-0.6285488704928496,-0.4023725867983207,-0.4095825233794996,-0.4079819366143443,-0.21173409107832666,0.712817686391049,0.8464498585871985,0.5858295094103415,0.08048728108243733,0.48433157245185204,0.5591194609159422,0.6954171656824012,DERMASON
-0.9710262534180293,-1.3224032196063735,-1.3087409086600748,-1.1466165510711583,-0.8258665090681834,-0.6752773659405351,-0.9726626212762318,-1.2900688320397602,0.7350054062323707,0.8057193285573424,1.1725565925468129,0.809095803923023,1.7041589372512391,1.6985952051626876,0.7937855818037264,0.24514568502939849,DERMASON
-0.4322039153416161,-0.5730015499847355,-0.7629393395829492,0.0033762565260038284,-1.3185258615067543,-1.568174272284286,-0.4357769693375748,-0.4458311921522594,1.0997506396854817,0.5687138292867719,1.209995340043609,1.461037169072397,-0.22259854528570497,1.2185840545701967,1.5009331164278872,0.30881218882047323,SEKER
-0.7403842991451237,-0.9238515185884908,-0.8557152254942653,-0.8970212541292603,-0.24016611034756027,0.03981254766876412,-0.7425065622251642,-0.9027004946215695,0.3615873146892172,0.6061599513923376,0.6311432821429733,0.1465785071042121,1.174622211964679,0.6156375657366009,0.10861954407869678,0.4760557586616986,DERMASON
-0.4669414039553698,-0.5043138503317744,-0.4698454097614127,-0.5066826227209851,-0.09694024407065426,0.17770497663363588,-0.46897223269365224,-0.4945645023931389,0.857768959829635,0.3529137122495069,0.20498849783910011,-0.003981190988264556,0.4905375437494281,0.1317917814854462,-0.04238464414936463,0.4362305450849896,DERMASON
-0.37810733659933554,-0.5247641047554098,-0.6577374408458327,0.014014678668085341,-1.1500658491127587,-1.22117557469268,-0.3854648749270518,-0.3711510459515321,1.0304662086084886,1.0917883727586626,1.3784274879885705,1.2390982160389736,-0.2441083600687062,0.957581352973162,1.2565344258100952,0.6446081566379752,SEKER
-0.4972899248598442,-0.6247467495605293,-1.0423024541507107,0.22545418272478987,-2.016636104925639,-3.924584847793748,-0.49838236511205386,-0.5376609808671245,0.5639572825163873,0.22172848353377472,0.9271271707912953,2.5783573994031785,-0.4971111001192359,2.371483937121429,2.7888058837559484,0.7696032191490815,SEKER
-0.3268006443079148,-0.38004711069512687,-0.4017523908717748,-0.1785851347002469,-0.4558792754561721,-0.19207038821131678,-0.33113317244112084,-0.3016199552617383,-0.8866760746544602,0.5974163623460045,0.6485668235108382,0.38004797584262223,0.010763736384827706,0.24742164311330392,0.3462224480290004,0.42057273674864437,SIRA
0.5950867126737415,0.7732680464686781,0.9384656873958356,0.5397023889193525,0.7520362922228963,0.8039704671147048,0.6036601822289628,0.7874324473641388,0.9791717133679405,-0.981556056571846,-0.3927581698282864,-0.8405822605198879,-0.7853521828702007,-1.039117590806097,-0.849730897860051,-1.227742382852227,CALI
0.5770204967541497,0.8995518613138532,0.7219069218190377,0.7083764608164079,0.1973909167182574,0.42766444979987445,0.5835621418519229,0.7683512215546573,-0.897036862140065,-0.80568553499009,-1.2218023555094448,-0.2982647669464779,-0.9826529914816153,-0.7731967430708313,-0.33250822465690427,0.34308607351885617,BARBUNYA
-0.3746710130440083,-0.5117439541599517,-0.7376456522082426,0.14848007103815705,-1.435955039688817,-1.8437691187296876,-0.3795694497497868,-0.3664554464518401,0.593490641005358,0.7205919199223838,1.296817927227556,1.636154344163702,-0.4022856847766684,1.2831215465950159,1.6964427526658035,0.4990314926579248,SEKER
-0.5997672174206926,-0.734907937854406,-0.7130800079670091,-0.6124980034763851,-0.40916503020133205,-0.13914736694540913,-0.6027581881368139,-0.6870101227349883,-0.9885599539786161,0.6232312863182137,0.6963694155573544,0.32711099811608935,0.6640889108942898,0.5427018992958843,0.2919811355118359,0.38798102585157,DERMASON
-0.437477481193851,-0.4756229352987073,-0.48436426857125997,-0.4015285424848857,-0.2869295237923597,-0.007846377326056449,-0.43792076031112576,-0.45318945250066917,0.9428622924388925,0.08689979058677151,0.2847989106439467,0.1968288911330924,0.3268650289589057,0.23962505369525006,0.15940590843530927,0.4876151292992643,SIRA
0.4375261742111622,0.727802332761462,0.33104623346985557,0.8671688757445855,-0.5626764330014971,-0.3192785487493127,0.43922471521081535,0.6185137672392573,-0.05424740938868121,-0.3664267357833266,-1.0699674755009823,0.5085174339757507,-1.132813893863361,-0.2672010796689845,0.4787525632754262,0.6661191379898098,BARBUNYA
0.2971472535252191,0.5842080064269412,0.8450283032983049,-0.02490444489239062,1.4967891811118816,1.174612589228471,0.28932683073206006,0.4629418778695189,-2.317167502743584,0.6062777666594276,-1.1072504481773524,-1.38737182539974,-0.18575129566117066,-1.1669763279151366,-1.3483426231285807,0.25300851227838206,HOROZ
